DATE ADDED TO CATALOG	PUBMEDID	FIRST AUTHOR	DATE	JOURNAL	LINK	STUDY	DISEASE/TRAIT	INITIAL SAMPLE SIZE	REPLICATION SAMPLE SIZE	REGION	CHR_ID	CHR_POS	REPORTED GENE(S)	MAPPED_GENE	UPSTREAM_GENE_ID	DOWNSTREAM_GENE_ID	SNP_GENE_IDS	UPSTREAM_GENE_DISTANCE	DOWNSTREAM_GENE_DISTANCE	STRONGEST SNP-RISK ALLELE	SNPS	MERGED	SNP_ID_CURRENT	CONTEXT	INTERGENIC	RISK ALLELE FREQUENCY	P-VALUE	PVALUE_MLOG	P-VALUE (TEXT)	OR or BETA	95% CI (TEXT)	PLATFORM [SNPS PASSING QC]	CNV	MAPPED_TRAIT	MAPPED_TRAIT_URI	STUDY ACCESSION	GENOTYPING TECHNOLOGY
2018-07-04	29538362	Jilling T	2018-03-14	Pediatr Res	www.ncbi.nlm.nih.gov/pubmed/29538362	Surgical necrotizing enterocolitis in extremely premature neonates is associated with genetic variations in an intergenic region of chromosome eight.	Surgical necrotising enterocolitis in extremely premature birth	20 African American cases, 6 Hispanic Caucasian cases, 4 European ancestry cases,  283 African American controls, 130 Hispanic Caucasian controls, 133 European ancestry controls,	NA	2p25.1	2	7089647	NR	AC068481.1 - RN7SKP112	ENSG00000223884	ENSG00000223145		11731	51580	rs61329746-?	rs61329746	0	61329746	intergenic_variant	1	NR	7E-6	5.154901959985743				Illumina [8270200] (imputed)	N	necrotizing enterocolitis, premature birth	http://www.ebi.ac.uk/efo/EFO_0003928, http://www.ebi.ac.uk/efo/EFO_0003917	GCST005800	Genome-wide genotyping array
2018-07-04	29538362	Jilling T	2018-03-14	Pediatr Res	www.ncbi.nlm.nih.gov/pubmed/29538362	Surgical necrotizing enterocolitis in extremely premature neonates is associated with genetic variations in an intergenic region of chromosome eight.	Surgical necrotising enterocolitis in extremely premature birth	20 African American cases, 6 Hispanic Caucasian cases, 4 European ancestry cases,  283 African American controls, 130 Hispanic Caucasian controls, 133 European ancestry controls,	NA	2q35	2	217064297	NR	AC007749.2			ENSG00000287498			rs62176284-?	rs62176284	0	62176284	intron_variant	0	NR	8E-6	5.096910013008056				Illumina [8270200] (imputed)	N	necrotizing enterocolitis, premature birth	http://www.ebi.ac.uk/efo/EFO_0003928, http://www.ebi.ac.uk/efo/EFO_0003917	GCST005800	Genome-wide genotyping array
2018-07-04	29538362	Jilling T	2018-03-14	Pediatr Res	www.ncbi.nlm.nih.gov/pubmed/29538362	Surgical necrotizing enterocolitis in extremely premature neonates is associated with genetic variations in an intergenic region of chromosome eight.	Surgical necrotising enterocolitis in extremely premature birth	20 African American cases, 6 Hispanic Caucasian cases, 4 European ancestry cases,  283 African American controls, 130 Hispanic Caucasian controls, 133 European ancestry controls,	NA				NR							chr3:8801391-?	chr3:8801391	0			1	NR	4E-6	5.3979400086720375				Illumina [8270200] (imputed)	N	necrotizing enterocolitis, premature birth	http://www.ebi.ac.uk/efo/EFO_0003928, http://www.ebi.ac.uk/efo/EFO_0003917	GCST005800	Genome-wide genotyping array
2018-07-04	29538362	Jilling T	2018-03-14	Pediatr Res	www.ncbi.nlm.nih.gov/pubmed/29538362	Surgical necrotizing enterocolitis in extremely premature neonates is associated with genetic variations in an intergenic region of chromosome eight.	Surgical necrotising enterocolitis in extremely premature birth	20 African American cases, 6 Hispanic Caucasian cases, 4 European ancestry cases,  283 African American controls, 130 Hispanic Caucasian controls, 133 European ancestry controls,	NA	3p25.2	3	12015255	NR	SYN2			ENSG00000157152			rs9310398-?	rs9310398	0	9310398	intron_variant	0	NR	9E-6	5.045757490560675				Illumina [8270200] (imputed)	N	necrotizing enterocolitis, premature birth	http://www.ebi.ac.uk/efo/EFO_0003928, http://www.ebi.ac.uk/efo/EFO_0003917	GCST005800	Genome-wide genotyping array
2018-07-04	29538362	Jilling T	2018-03-14	Pediatr Res	www.ncbi.nlm.nih.gov/pubmed/29538362	Surgical necrotizing enterocolitis in extremely premature neonates is associated with genetic variations in an intergenic region of chromosome eight.	Surgical necrotising enterocolitis in extremely premature birth	20 African American cases, 6 Hispanic Caucasian cases, 4 European ancestry cases,  283 African American controls, 130 Hispanic Caucasian controls, 133 European ancestry controls,	NA	3p13	3	73189542	NR	CCDC75P1 - RNU6-1270P	ENSG00000182921	ENSG00000252937		6251	52247	rs11719409-?	rs11719409	0	11719409	intergenic_variant	1	NR	7E-6	5.154901959985743				Illumina [8270200] (imputed)	N	necrotizing enterocolitis, premature birth	http://www.ebi.ac.uk/efo/EFO_0003928, http://www.ebi.ac.uk/efo/EFO_0003917	GCST005800	Genome-wide genotyping array
2018-07-04	29538362	Jilling T	2018-03-14	Pediatr Res	www.ncbi.nlm.nih.gov/pubmed/29538362	Surgical necrotizing enterocolitis in extremely premature neonates is associated with genetic variations in an intergenic region of chromosome eight.	Surgical necrotising enterocolitis in extremely premature birth	20 African American cases, 6 Hispanic Caucasian cases, 4 European ancestry cases,  283 African American controls, 130 Hispanic Caucasian controls, 133 European ancestry controls,	NA	3q26.1	3	161954571	NR	AC131211.1 - TOMM22P6	ENSG00000240354	ENSG00000241874		132663	531970	rs62278738-?	rs62278738	0	62278738	intergenic_variant	1	NR	5E-6	5.301029995663981				Illumina [8270200] (imputed)	N	necrotizing enterocolitis, premature birth	http://www.ebi.ac.uk/efo/EFO_0003928, http://www.ebi.ac.uk/efo/EFO_0003917	GCST005800	Genome-wide genotyping array
2018-07-04	29538362	Jilling T	2018-03-14	Pediatr Res	www.ncbi.nlm.nih.gov/pubmed/29538362	Surgical necrotizing enterocolitis in extremely premature neonates is associated with genetic variations in an intergenic region of chromosome eight.	Surgical necrotising enterocolitis in extremely premature birth	20 African American cases, 6 Hispanic Caucasian cases, 4 European ancestry cases,  283 African American controls, 130 Hispanic Caucasian controls, 133 European ancestry controls,	NA	5q15	5	94937747	NR	MCTP1			ENSG00000175471			rs186049-?	rs186049	0	186049	intron_variant	0	NR	7E-6	5.154901959985743				Illumina [8270200] (imputed)	N	necrotizing enterocolitis, premature birth	http://www.ebi.ac.uk/efo/EFO_0003928, http://www.ebi.ac.uk/efo/EFO_0003917	GCST005800	Genome-wide genotyping array
2018-07-04	29538362	Jilling T	2018-03-14	Pediatr Res	www.ncbi.nlm.nih.gov/pubmed/29538362	Surgical necrotizing enterocolitis in extremely premature neonates is associated with genetic variations in an intergenic region of chromosome eight.	Surgical necrotising enterocolitis in extremely premature birth	20 African American cases, 6 Hispanic Caucasian cases, 4 European ancestry cases,  283 African American controls, 130 Hispanic Caucasian controls, 133 European ancestry controls,	NA	6q25.3	6	155222857	NR	TIAM2			ENSG00000146426			rs6939601-?	rs6939601	0	6939601	intron_variant	0	NR	3E-6	5.522878745280337				Illumina [8270200] (imputed)	N	necrotizing enterocolitis, premature birth	http://www.ebi.ac.uk/efo/EFO_0003928, http://www.ebi.ac.uk/efo/EFO_0003917	GCST005800	Genome-wide genotyping array
2018-07-04	29538362	Jilling T	2018-03-14	Pediatr Res	www.ncbi.nlm.nih.gov/pubmed/29538362	Surgical necrotizing enterocolitis in extremely premature neonates is associated with genetic variations in an intergenic region of chromosome eight.	Surgical necrotising enterocolitis in extremely premature birth	20 African American cases, 6 Hispanic Caucasian cases, 4 European ancestry cases,  283 African American controls, 130 Hispanic Caucasian controls, 133 European ancestry controls,	NA	7p21.3	7	9545334	NR	AC004852.2 - GAPDHP68	ENSG00000278254	ENSG00000233876		355477	69644	rs9648634-?	rs9648634	0	9648634	intergenic_variant	1	NR	8E-6	5.096910013008056				Illumina [8270200] (imputed)	N	necrotizing enterocolitis, premature birth	http://www.ebi.ac.uk/efo/EFO_0003928, http://www.ebi.ac.uk/efo/EFO_0003917	GCST005800	Genome-wide genotyping array
2018-07-04	29538362	Jilling T	2018-03-14	Pediatr Res	www.ncbi.nlm.nih.gov/pubmed/29538362	Surgical necrotizing enterocolitis in extremely premature neonates is associated with genetic variations in an intergenic region of chromosome eight.	Surgical necrotising enterocolitis in extremely premature birth	20 African American cases, 6 Hispanic Caucasian cases, 4 European ancestry cases,  283 African American controls, 130 Hispanic Caucasian controls, 133 European ancestry controls,	NA	7q34	7	140387149	NR	SLC37A3			ENSG00000157800			rs56402448-?	rs56402448	0	56402448	intron_variant	0	NR	6E-6	5.221848749616356				Illumina [8270200] (imputed)	N	necrotizing enterocolitis, premature birth	http://www.ebi.ac.uk/efo/EFO_0003928, http://www.ebi.ac.uk/efo/EFO_0003917	GCST005800	Genome-wide genotyping array
2018-07-04	29538362	Jilling T	2018-03-14	Pediatr Res	www.ncbi.nlm.nih.gov/pubmed/29538362	Surgical necrotizing enterocolitis in extremely premature neonates is associated with genetic variations in an intergenic region of chromosome eight.	Surgical necrotising enterocolitis in extremely premature birth	20 African American cases, 6 Hispanic Caucasian cases, 4 European ancestry cases,  283 African American controls, 130 Hispanic Caucasian controls, 133 European ancestry controls,	NA				NR							chr8:15436629-?	chr8:15436629	0			1	NR	9E-6	5.045757490560675				Illumina [8270200] (imputed)	N	necrotizing enterocolitis, premature birth	http://www.ebi.ac.uk/efo/EFO_0003928, http://www.ebi.ac.uk/efo/EFO_0003917	GCST005800	Genome-wide genotyping array
2018-07-04	29538362	Jilling T	2018-03-14	Pediatr Res	www.ncbi.nlm.nih.gov/pubmed/29538362	Surgical necrotizing enterocolitis in extremely premature neonates is associated with genetic variations in an intergenic region of chromosome eight.	Surgical necrotising enterocolitis in extremely premature birth	20 African American cases, 6 Hispanic Caucasian cases, 4 European ancestry cases,  283 African American controls, 130 Hispanic Caucasian controls, 133 European ancestry controls,	NA	8p21.2	8	24323415	NR	ADAM28, AC120193.1			ENSG00000042980, ENSG00000253535			rs58578562-?	rs58578562	0	58578562	intron_variant	0	NR	4E-6	5.3979400086720375				Illumina [8270200] (imputed)	N	necrotizing enterocolitis, premature birth	http://www.ebi.ac.uk/efo/EFO_0003928, http://www.ebi.ac.uk/efo/EFO_0003917	GCST005800	Genome-wide genotyping array
2018-07-04	29538362	Jilling T	2018-03-14	Pediatr Res	www.ncbi.nlm.nih.gov/pubmed/29538362	Surgical necrotizing enterocolitis in extremely premature neonates is associated with genetic variations in an intergenic region of chromosome eight.	Surgical necrotising enterocolitis in extremely premature birth	20 African American cases, 6 Hispanic Caucasian cases, 4 European ancestry cases,  283 African American controls, 130 Hispanic Caucasian controls, 133 European ancestry controls,	NA	8p11.21	8	40008298	NR	IDO2			ENSG00000188676			rs2955885-?	rs2955885	0	2955885	intron_variant	0	NR	4E-6	5.3979400086720375				Illumina [8270200] (imputed)	N	necrotizing enterocolitis, premature birth	http://www.ebi.ac.uk/efo/EFO_0003928, http://www.ebi.ac.uk/efo/EFO_0003917	GCST005800	Genome-wide genotyping array
2018-07-04	29538362	Jilling T	2018-03-14	Pediatr Res	www.ncbi.nlm.nih.gov/pubmed/29538362	Surgical necrotizing enterocolitis in extremely premature neonates is associated with genetic variations in an intergenic region of chromosome eight.	Surgical necrotising enterocolitis in extremely premature birth	20 African American cases, 6 Hispanic Caucasian cases, 4 European ancestry cases,  283 African American controls, 130 Hispanic Caucasian controls, 133 European ancestry controls,	NA	8q23.3	8	114878275	NR	CARS1P2 - TRPS1	ENSG00000253756	ENSG00000104447		86346	530221	rs10505232-?	rs10505232	0	10505232	intergenic_variant	1	NR	7E-9	8.154901959985743				Illumina [8270200] (imputed)	N	necrotizing enterocolitis, premature birth	http://www.ebi.ac.uk/efo/EFO_0003928, http://www.ebi.ac.uk/efo/EFO_0003917	GCST005800	Genome-wide genotyping array
2018-07-04	29538362	Jilling T	2018-03-14	Pediatr Res	www.ncbi.nlm.nih.gov/pubmed/29538362	Surgical necrotizing enterocolitis in extremely premature neonates is associated with genetic variations in an intergenic region of chromosome eight.	Surgical necrotising enterocolitis in extremely premature birth	20 African American cases, 6 Hispanic Caucasian cases, 4 European ancestry cases,  283 African American controls, 130 Hispanic Caucasian controls, 133 European ancestry controls,	NA	9q21.31	9	81314691	NR	AL138749.1 - RPS20P25	ENSG00000226798	ENSG00000228375		443396	95588	rs60140289-?	rs60140289	0	60140289	intergenic_variant	1	NR	9E-6	5.045757490560675				Illumina [8270200] (imputed)	N	necrotizing enterocolitis, premature birth	http://www.ebi.ac.uk/efo/EFO_0003928, http://www.ebi.ac.uk/efo/EFO_0003917	GCST005800	Genome-wide genotyping array
2018-07-04	29538362	Jilling T	2018-03-14	Pediatr Res	www.ncbi.nlm.nih.gov/pubmed/29538362	Surgical necrotizing enterocolitis in extremely premature neonates is associated with genetic variations in an intergenic region of chromosome eight.	Surgical necrotising enterocolitis in extremely premature birth	20 African American cases, 6 Hispanic Caucasian cases, 4 European ancestry cases,  283 African American controls, 130 Hispanic Caucasian controls, 133 European ancestry controls,	NA	20p12.1	20	15609842	NR	MACROD2			ENSG00000172264			rs17694839-?	rs17694839	0	17694839	intron_variant	0	NR	3E-6	5.522878745280337				Illumina [8270200] (imputed)	N	necrotizing enterocolitis, premature birth	http://www.ebi.ac.uk/efo/EFO_0003928, http://www.ebi.ac.uk/efo/EFO_0003917	GCST005800	Genome-wide genotyping array
2018-07-04	29538362	Jilling T	2018-03-14	Pediatr Res	www.ncbi.nlm.nih.gov/pubmed/29538362	Surgical necrotizing enterocolitis in extremely premature neonates is associated with genetic variations in an intergenic region of chromosome eight.	Surgical necrotising enterocolitis in extremely premature birth	20 African American cases, 6 Hispanic Caucasian cases, 4 European ancestry cases,  283 African American controls, 130 Hispanic Caucasian controls, 133 European ancestry controls,	NA	20q13.11	20	43455408	NR	AL031681.1 - SRSF6	ENSG00000206998	ENSG00000124193		4148	2485	rs35198725-?	rs35198725	0	35198725	intergenic_variant	1	NR	2E-6	5.698970004336019				Illumina [8270200] (imputed)	N	necrotizing enterocolitis, premature birth	http://www.ebi.ac.uk/efo/EFO_0003928, http://www.ebi.ac.uk/efo/EFO_0003917	GCST005800	Genome-wide genotyping array
2018-07-04	29538362	Jilling T	2018-03-14	Pediatr Res	www.ncbi.nlm.nih.gov/pubmed/29538362	Surgical necrotizing enterocolitis in extremely premature neonates is associated with genetic variations in an intergenic region of chromosome eight.	Surgical necrotising enterocolitis in extremely premature birth	20 African American cases, 6 Hispanic Caucasian cases, 4 European ancestry cases,  283 African American controls, 130 Hispanic Caucasian controls, 133 European ancestry controls,	NA				NR							chr10:15127366-?	chr10:15127366	0			1	NR	4E-6	5.3979400086720375				Illumina [8270200] (imputed)	N	necrotizing enterocolitis, premature birth	http://www.ebi.ac.uk/efo/EFO_0003928, http://www.ebi.ac.uk/efo/EFO_0003917	GCST005800	Genome-wide genotyping array
2018-07-04	29538362	Jilling T	2018-03-14	Pediatr Res	www.ncbi.nlm.nih.gov/pubmed/29538362	Surgical necrotizing enterocolitis in extremely premature neonates is associated with genetic variations in an intergenic region of chromosome eight.	Surgical necrotising enterocolitis in extremely premature birth	20 African American cases, 6 Hispanic Caucasian cases, 4 European ancestry cases,  283 African American controls, 130 Hispanic Caucasian controls, 133 European ancestry controls,	NA				NR							chr10:23702385-?	chr10:23702385	0			1	NR	3E-6	5.522878745280337				Illumina [8270200] (imputed)	N	necrotizing enterocolitis, premature birth	http://www.ebi.ac.uk/efo/EFO_0003928, http://www.ebi.ac.uk/efo/EFO_0003917	GCST005800	Genome-wide genotyping array
2017-10-06	28598419	Hong X	2017-06-09	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/28598419	Genome-wide approach identifies a novel gene-maternal pre-pregnancy BMI interaction on preterm birth.	Preterm birth (maternal effect) (maternal pre-pregnancy BMI interaction)	329 African American normal weight preterm birth mothers, 514 African American normal weight term birth mothers, 463 African American overweight or obese preterm birth mothers, 580 African American overweight or obese term birth mothers	NA	1p22.3	1	86022231	COL24A1	COL24A1			ENSG00000171502			rs11161721-A	rs11161721	0	11161721	intron_variant	0	.191	4E-9	8.397940008672037				Affymetrix, Illumina [9929081] (imputed)	N	body mass index, premature birth, parental genotype effect measurement	http://www.ebi.ac.uk/efo/EFO_0004340, http://www.ebi.ac.uk/efo/EFO_0003917, http://www.ebi.ac.uk/efo/EFO_0005939	GCST004842	Genome-wide genotyping array
2018-10-19	30113228	Torgerson DG	2018-08-16	Am J Physiol Lung Cell Mol Physiol	www.ncbi.nlm.nih.gov/pubmed/30113228	Ancestry and Genetic Associations with Bronchopulmonary Dysplasia in Preterm Infants.	Bronchopulmonary dysplasia in preterm infants	136 European ancestry cases, 82 African American cases, 28 Hispanic cases, 41 European ancestry controls, 51 African American controls, 14 Hispanic controls	NA	1p36.13	1	19647903	NBL1	NBL1, MICOS10-NBL1			ENSG00000158747, ENSG00000270136			rs372271081-?	rs372271081	0	372271081	intron_variant	0	NR	7E-7	6.154901959985743		5.882353		Affymetrix [8800000] (imputed)	N	Bronchopulmonary dysplasia, premature birth	http://www.orpha.net/ORDO/Orphanet_70589, http://www.ebi.ac.uk/efo/EFO_0003917	GCST006460	Genome-wide genotyping array
2018-10-19	30113228	Torgerson DG	2018-08-16	Am J Physiol Lung Cell Mol Physiol	www.ncbi.nlm.nih.gov/pubmed/30113228	Ancestry and Genetic Associations with Bronchopulmonary Dysplasia in Preterm Infants.	Bronchopulmonary dysplasia in preterm infants	136 European ancestry cases, 82 African American cases, 28 Hispanic cases, 41 European ancestry controls, 51 African American controls, 14 Hispanic controls	NA	2p24.3	2	14508784	Intergenic	LINC00276 - AC131957.1	ENSG00000230448	ENSG00000237261		107821	22157	rs10193074-?	rs10193074	0	10193074	intergenic_variant	1	NR	4E-6	5.3979400086720375		3.846154		Affymetrix [8800000] (imputed)	N	Bronchopulmonary dysplasia, premature birth	http://www.orpha.net/ORDO/Orphanet_70589, http://www.ebi.ac.uk/efo/EFO_0003917	GCST006460	Genome-wide genotyping array
2018-10-19	30113228	Torgerson DG	2018-08-16	Am J Physiol Lung Cell Mol Physiol	www.ncbi.nlm.nih.gov/pubmed/30113228	Ancestry and Genetic Associations with Bronchopulmonary Dysplasia in Preterm Infants.	Bronchopulmonary dysplasia in preterm infants	136 European ancestry cases, 82 African American cases, 28 Hispanic cases, 41 European ancestry controls, 51 African American controls, 14 Hispanic controls	NA				RASGRP3							chr2:33777089-?	chr2:33777089	0			1	NR	6E-6	5.221848749616356		3.5714285		Affymetrix [8800000] (imputed)	N	Bronchopulmonary dysplasia, premature birth	http://www.orpha.net/ORDO/Orphanet_70589, http://www.ebi.ac.uk/efo/EFO_0003917	GCST006460	Genome-wide genotyping array
2018-10-19	30113228	Torgerson DG	2018-08-16	Am J Physiol Lung Cell Mol Physiol	www.ncbi.nlm.nih.gov/pubmed/30113228	Ancestry and Genetic Associations with Bronchopulmonary Dysplasia in Preterm Infants.	Bronchopulmonary dysplasia in preterm infants	136 European ancestry cases, 82 African American cases, 28 Hispanic cases, 41 European ancestry controls, 51 African American controls, 14 Hispanic controls	NA				EML6							chr2:54980799-?	chr2:54980799	0			1	NR	5E-6	5.301029995663981		2.5		Affymetrix [8800000] (imputed)	N	Bronchopulmonary dysplasia, premature birth	http://www.orpha.net/ORDO/Orphanet_70589, http://www.ebi.ac.uk/efo/EFO_0003917	GCST006460	Genome-wide genotyping array
